date,net_profit_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,other_income_qtr,tax_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,depreciation_and_amortisation_expense_qtr,other_expenses_qtr,basic_eps_qtr,expenditure_qtr,diluted_eps_qtr,profit_after_interest_but_before_exceptional_items_qtr
2015-10-19,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-20,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-21,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-22,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-23,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-24,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-25,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-26,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-27,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-28,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-29,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-30,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-10-31,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-01,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-02,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-03,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-04,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-05,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-06,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-07,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-08,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-09,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-10,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-11,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-12,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-13,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-14,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-15,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-16,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-17,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-18,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-19,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-20,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-21,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-22,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-23,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-24,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-25,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-26,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-27,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-28,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-29,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-11-30,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-01,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-02,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-03,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-04,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-05,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-06,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-07,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-08,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-09,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-10,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-11,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-12,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-13,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-14,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-15,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-16,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-17,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-18,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-19,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-20,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-21,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-22,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-23,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-24,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-25,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-26,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-27,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-28,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-29,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-30,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2015-12-31,780.38,780.38,118.84,-142.81,923.19,-126.54,"-1,469.95",0.46,"-6,011.87",0.46,923.19
2016-01-01,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-02,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-03,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-04,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-05,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-06,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-07,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-08,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-09,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-10,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-11,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-12,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-13,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-14,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-15,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-16,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-17,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-18,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-19,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-20,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-21,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-22,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-23,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-24,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-25,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-26,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-27,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-28,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-29,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-30,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-01-31,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-01,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-02,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-03,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-04,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-05,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-06,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-07,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-08,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-09,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-10,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-11,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-12,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-13,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-14,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-15,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-16,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-17,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-18,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-19,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-20,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-21,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-22,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-23,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-24,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-25,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-26,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-27,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-28,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-02-29,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-01,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-02,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-03,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-04,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-05,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-06,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-07,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-08,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-09,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-10,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-11,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-12,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-13,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-14,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-15,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-16,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-17,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-18,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-19,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-20,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-21,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-22,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-23,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-24,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-25,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-26,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-27,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-28,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-29,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-30,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-03-31,835.97,835.97,108.19,-6.91,842.88,-150.0,"-1,425.22",0.48,"-5,870.39",0.48,842.88
2016-04-01,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-02,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-03,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-04,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-05,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-06,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-07,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-08,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-09,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-10,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-11,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-12,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-13,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-14,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-15,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-16,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-17,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-18,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-19,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-20,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-21,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-22,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-23,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-24,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-25,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-26,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-27,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-28,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-29,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-04-30,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-01,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-02,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-03,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-04,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-05,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-06,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-07,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-08,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
2016-05-09,-226.10,-226.10,96.21,8.54,-234.64,-95.01,-994.83,-0.08,"-2,391.86",-0.08,-234.64
